"code","abund.correlation","species.trend","trend.at.highest.predictions","trend.at.best.nfj.data","filename","n.data","zeroes.missed.messy"
"HESSAS",0.6463,-0.0336703248452521,-0.0326808508947067,-0.0341880325050941,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/HESSAS-full-run-only-NFJ-V2.html",4388,2220
"HESVIR",0.9985,-0.0300318112519992,-0.0289587091916248,-0.0298661707551742,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/HESVIR-full-run-only-NFJ-V2.html",868,2243
"HYLPHY",0.9659,0.00239877028218076,0.00322317681131024,0.0025328631925392,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/HYLPHY-full-run-only-NFJ-V2.html",1861,1887
"JUNCOE",0.7965,-0.00998115042532552,-0.00888939481359508,-0.00938256554596117,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/JUNCOE-full-run-only-NFJ-V2.html",2408,184
"LEPMAR",0.8202,-0.0273874667164897,-0.0266690830160297,-0.0267778466334375,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/LEPMAR-full-run-only-NFJ-V2.html",2493,4953
"LERACC",0.7628,0.0201775687960054,0.0214817503034256,0.0204046712792499,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/LERACC-full-run-only-NFJ-V2.html",2443,2088
"LEROEUF",0.8966,-0.0183158466965186,-0.0174309207418961,-0.0174626272879409,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/LEROEUF-full-run-only-NFJ-V2.html",5165,2122
"LIBCAR",0.522,0.00172273178700544,0.00314997965673847,0.0018776561461828,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/LIBCAR-full-run-only-NFJ-V2.html",9467,0
"LIMARC",0.9707,-0.013566316975289,-0.0127789124673967,-0.0134448766642362,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/LIMARC-full-run-only-NFJ-V2.html",10402,4
"LIMART",0.9994,-0.0394847213210104,-0.0390848478243441,-0.0393949014365735,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/LIMART-full-run-only-NFJ-V2.html",9386,4
"LIMLOR",0.9586,0.0138884536037049,0.0144075329498143,0.0139236320349931,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/LIMLOR-full-run-only-NFJ-V2.html",1394,0
"LIMWEI",0.785,-0.0101198941719055,-0.00844356200962881,-0.0106351887544859,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/LIMWEI-full-run-only-NFJ-V2.html",897,4
"LYCAARO",0.9991,-0.051902409202752,-0.0513235744124894,-0.0520126847945504,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/LYCAARO-full-run-only-NFJ-V2.html",1202,403
"LYCACUP",0.9814,-0.0342474439971836,-0.033060231583629,-0.0337606545105023,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/LYCACUP-full-run-only-NFJ-V2.html",916,405
"LYCADIO",0.6661,-0.0212220931490086,-0.02079557539546,-0.0208353005583004,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/LYCADIO-full-run-only-NFJ-V2.html",2597,410
"LYCADOR",0.9343,-0.0574650606338943,-0.0566129624490055,-0.0580676670875003,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/LYCADOR-full-run-only-NFJ-V2.html",2912,410
"LYCAEDI",0.9934,0.0116804557579421,0.0128517631164109,0.012061286641386,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/LYCAEDI-full-run-only-NFJ-V2.html",959,384
"LYCAEPI",0.9983,-0.00698496376958273,-0.00535450114527958,-0.0089067197669555,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/LYCAEPI-full-run-only-NFJ-V2.html",4212,410
"LYCAGOR",0.9779,-0.013806475413901,-0.0130308004555626,-0.0144987382409864,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/LYCAGOR-full-run-only-NFJ-V2.html",811,408
"LYCAHEL",0.9566,-0.0396431758208836,-0.0390494498329947,-0.0397528300564249,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/LYCAHEL-full-run-only-NFJ-V2.html",4329,328
"LYCAHET",0.8531,-0.0270916346761226,-0.0261690581643705,-0.0288659384004581,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/LYCAHET-full-run-only-NFJ-V2.html",1531,371
"LYCAHYL",0.9291,-0.0252647075221715,-0.024147999178723,-0.0249159690563748,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/LYCAHYL-full-run-only-NFJ-V2.html",6331,405
"LYCAMAR",0.9399,-0.0136383113217571,-0.0126027498083054,-0.0149859562160045,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/LYCAMAR-full-run-only-NFJ-V2.html",703,329
"LYCANIV",0.9883,-0.0124757405886794,-0.0118200988516883,-0.0120984629500265,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/LYCANIV-full-run-only-NFJ-V2.html",796,394
"LYCAPHL",0.905,-0.0361728447792366,-0.0347081446618187,-0.0353849876228553,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/LYCAPHL-full-run-only-NFJ-V2.html",6403,405
"LYCARUB",0.9839,-0.0615788265725797,-0.0609856606452737,-0.0616914125484762,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/LYCARUB-full-run-only-NFJ-V2.html",1264,387
"LYCAXAN",0.998,-0.0605146215421091,-0.0600561115790264,-0.0601570479317872,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/LYCAXAN-full-run-only-NFJ-V2.html",1873,408
"LYCIDA",0.987,0.0182765242533271,0.0188982655715506,0.0101967662723531,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/LYCIDA-full-run-only-NFJ-V2.html",2198,5133
"LYCMEL",0.9387,-0.0400064144841432,-0.0395214178848105,-0.0397693015648322,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/LYCMEL-full-run-only-NFJ-V2.html",5437,4864
"MEGICYM",0.8979,-0.0240315726551635,-0.0230632411937268,-0.0242129434432579,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/MEGICYM-full-run-only-NFJ-V2.html",8898,618
"NASLHE",0.8819,-0.0119864633692469,-0.011097899904269,-0.011926562261265,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/NASLHE-full-run-only-NFJ-V2.html",5966,2157
"NATIOL",0.7004,0.0330460180422093,0.0335107604751146,0.033293247168631,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/NATIOL-full-run-only-NFJ-V2.html",7529,3547
"NEOPMEN",0.9225,-0.0236070193502263,-0.0223707151459855,-0.0258638701451747,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/NEOPMEN-full-run-only-NFJ-V2.html",1367,3882
"NYMANT",0.7435,-0.0305305859562554,-0.0300286804999303,-0.0307707349930561,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/NYMANT-full-run-only-NFJ-V2.html",10969,166
"NYMCAL",0.9503,0.0456115536400978,0.0461969255198413,0.0449382204142014,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/NYMCAL-full-run-only-NFJ-V2.html",1994,197
"NYMMIL",0.9093,-0.0697651195629294,-0.0693625688531965,-0.0693780144326564,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/NYMMIL-full-run-only-NFJ-V2.html",7338,193
"NYMVAU",0.9911,-0.0499775823198556,-0.0494961942479554,-0.0496568798791366,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/NYMVAU-full-run-only-NFJ-V2.html",4884,209
"OARGAR",0.8375,-0.0291793376892302,-0.0278904405290961,-0.0288585549299163,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/OARGAR-full-run-only-NFJ-V2.html",788,2191
"OCHAGR",0.9655,0.00636481576858843,0.0071031685254348,0.00626846993808659,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/OCHAGR-full-run-only-NFJ-V2.html",812,2150
"OCHSYL",0.7915,-0.0273410735662254,-0.0269019551050944,-0.0275641668486505,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/OCHSYL-full-run-only-NFJ-V2.html",1767,2020
"OENCHR",0.7338,-0.0364912335567006,-0.0358317059043034,-0.0377682049631769,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/OENCHR-full-run-only-NFJ-V2.html",1959,951
"OENNEV",0.9383,0.00822246648984869,0.00884837689677687,0.00769726864422501,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/OENNEV-full-run-only-NFJ-V2.html",512,955
"PANOCO",0.9796,0.0654799976429362,0.0665311998930951,0.0653732558932981,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PANOCO-full-run-only-NFJ-V2.html",7170,2144
"PAPCAN",0.9263,0.0327778263352809,0.0336682692389942,0.0314069746433672,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PAPCAN-full-run-only-NFJ-V2.html",3486,4198
"PAPCRE",0.9746,0.029509633809935,0.0306394119382418,0.0305892687847068,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PAPCRE-full-run-only-NFJ-V2.html",3792,3882
"PAPEUR",0.9574,0.0100983557800205,0.0104886409157028,0.0101190611431918,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PAPEUR-full-run-only-NFJ-V2.html",1715,4025
"PAPGLA",0.8124,0.00675245344695242,0.00723864913661609,0.00714039838202186,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PAPGLA-full-run-only-NFJ-V2.html",8749,2887
"PAPIND",0.8444,-0.0193070007908882,-0.0187077447824301,-0.0197998198283489,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PAPIND-full-run-only-NFJ-V2.html",1551,4230
"PAPMUL",0.9509,0.00263060675055676,0.00325891973154357,0.00297014726561529,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PAPMUL-full-run-only-NFJ-V2.html",2625,4018
"PAPPOL",0.8294,0.000733405723246487,0.00129423798218786,0.00088054616478777,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PAPPOL-full-run-only-NFJ-V2.html",9926,3017
"PAPRUT",0.9379,0.0111928822048316,0.0118735462939292,0.01138465553608,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PAPRUT-full-run-only-NFJ-V2.html",2007,3948
"PAPTRO",0.9198,0.00240917394427658,0.00289727230544834,0.00242932994005847,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PAPTRO-full-run-only-NFJ-V2.html",7681,2982
"PAPZEL",0.9787,-0.0195393773627426,-0.018269578771458,-0.0198552962390031,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PAPZEL-full-run-only-NFJ-V2.html",1754,4046
"PARNCLO",0.9627,-0.00586190064834349,-0.00481130090336279,-0.00545495411215041,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PARNCLO-full-run-only-NFJ-V2.html",1308,102
"PARNPHO",0.9891,-0.0414586151741245,-0.0407354198896481,-0.0414139073189354,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PARNPHO-full-run-only-NFJ-V2.html",852,141
"PARRMAL",0.8781,-0.0143764909729026,-0.0136287495643162,-0.0136742772416441,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PARRMAL-full-run-only-NFJ-V2.html",7796,645
"PHOEAGA",0.7503,0.0121705010528568,0.0130969274074504,0.0126210225362567,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PHOEAGA-full-run-only-NFJ-V2.html",2505,3807
"PHOESEN",0.5163,0.0376610404936148,0.0387844388416774,0.0387767575750715,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PHOESEN-full-run-only-NFJ-V2.html",2345,3564
"PHOLCAT",0.2527,-0.0362087088447938,-0.0355084021052439,-0.0370874186630912,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PHOLCAT-full-run-only-NFJ-V2.html",10546,407
"PHYBAT",0.7829,-0.082352443116174,-0.081519727179169,-0.0819611495996503,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PHYBAT-full-run-only-NFJ-V2.html",5143,817
"PHYCAM",0.9026,-0.0138813076194126,-0.0129800974432133,-0.0138902708537922,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PHYCAM-full-run-only-NFJ-V2.html",1562,725
"PHYMYL",0.965,-0.0099189555629846,-0.00920270624128827,-0.0109070984039907,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PHYMYL-full-run-only-NFJ-V2.html",2113,804
"PHYORS",0.9954,-0.0249210834334112,-0.024128220394938,-0.0261608822917203,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PHYORS-full-run-only-NFJ-V2.html",509,861
"PHYPAL",0.3385,-0.0164276907052909,-0.0155734051393341,-0.0159643895440734,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PHYPAL-full-run-only-NFJ-V2.html",722,800
"PHYPIC",0.9114,-0.0296944995464569,-0.0290943104231987,-0.0296597335273959,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PHYPIC-full-run-only-NFJ-V2.html",828,855
"PHYSEL",0.9707,-0.00571377432069812,-0.00497751441060323,-0.010192590668721,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PHYSEL-full-run-only-NFJ-V2.html",6937,655
"PHYTEX",0.9287,-0.0291186973217828,-0.027974254194576,-0.0297988792401404,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PHYTEX-full-run-only-NFJ-V2.html",2903,858
"PHYTHA",0.7697,-0.0109939560340499,-0.0105332269902405,-0.0106772256861441,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PHYTHA-full-run-only-NFJ-V2.html",10079,661
"PIENAP",0.9702,-0.0122055867200845,-0.0102651033580674,-0.0127775453038766,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PIENAP-full-run-only-NFJ-V2.html",5500,3844
"PIERAP",0.6695,-0.0189432999537884,-0.0182650940896991,-0.0187641604429023,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PIERAP-full-run-only-NFJ-V2.html",11034,2441
"PIEVIR",0.7222,0.201844751336143,0.202605134030293,0.201568038970311,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PIEVIR-full-run-only-NFJ-V2.html",4775,4097
"PIRPIR",0.987,-0.0142196083729604,-0.0132817934093454,-0.0149097392668736,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PIRPIR-full-run-only-NFJ-V2.html",432,3
"PLEACM",0.9656,-0.0431739275762516,-0.0418684877108868,-0.0429477242442261,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PLEACM-full-run-only-NFJ-V2.html",276,4812
"PLEICA",0.7594,0.00425920976018369,0.00519785311654442,0.00386105117976705,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PLEICA-full-run-only-NFJ-V2.html",1644,4381
"PLELUP",0.9216,0.00264598514655405,0.00342897616929827,0.00338496823503617,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PLELUP-full-run-only-NFJ-V2.html",1941,5128
"PLESAE",0.9129,-0.0340984648569043,-0.0335232424558738,-0.0342442212351326,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PLESAE-full-run-only-NFJ-V2.html",3409,5091
"PLESHA",0.8873,-0.0230661157614808,-0.0219553649223672,-0.0241188872025491,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PLESHA-full-run-only-NFJ-V2.html",486,5251
"POAHOB",0.9523,-0.0507502410310911,-0.0493938706599462,-0.050431063816017,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/POAHOB-full-run-only-NFJ-V2.html",6012,2040
"POAMAS",0.7994,NA,-0.000762147925435053,-0.0017932264809583,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/POAMAS-full-run-only-NFJ-V2.html",4036,2138
"POAMEL",0.975,NA,0.0322811288821707,0.0314939033735057,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/POAMEL-full-run-only-NFJ-V2.html",893,2166
"POATAX",0.716,-0.000362318250474054,0.000721982617992722,-0.00105447542508652,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/POATAX-full-run-only-NFJ-V2.html",580,2186
"POAVIA",0.962,0.0133715102528795,0.0147723806715887,0.0137048710748496,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/POAVIA-full-run-only-NFJ-V2.html",7380,2085
"POAZAB",0.889,0.0479288652325897,0.0484670285541255,0.04842085558877,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/POAZAB-full-run-only-NFJ-V2.html",7307,2044
"POLIMYS",0.822,-0.0156980442180698,-0.0150498762484794,-0.0207471644324515,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/POLIMYS-full-run-only-NFJ-V2.html",5259,1992
"POLIORI",0.872,-0.0227525884117679,-0.0222023312985096,-0.0226405793617875,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/POLIORI-full-run-only-NFJ-V2.html",7928,2039
"POLIPEC",0.8832,0.00266263289272939,0.00414509063318302,0.00289211084083031,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/POLIPEC-full-run-only-NFJ-V2.html",6423,1829
"POLISAB",0.9745,-0.0741575125367954,-0.0734483275149795,-0.074588292867756,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/POLISAB-full-run-only-NFJ-V2.html",1397,2190
"POLISON",0.9087,-0.0513096658330832,-0.0503098107870752,-0.0512538480349337,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/POLISON-full-run-only-NFJ-V2.html",1471,2203
"POLITHE",0.877,-0.0089986297985986,-0.00805799941125818,-0.00868031060715614,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/POLITHE-full-run-only-NFJ-V2.html",8963,1804
"POLYCOM",0.5935,-0.00394814231537173,-0.00353085471608439,-0.00374843898754505,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/POLYCOM-full-run-only-NFJ-V2.html",7661,1826
"POLYFAU",0.9729,0.00866694615188667,0.0092481098981485,0.00873390817506158,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/POLYFAU-full-run-only-NFJ-V2.html",4632,2481
"POLYGRA",0.9437,-0.0419987162610369,-0.0412851044561147,-0.0421464081736638,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/POLYGRA-full-run-only-NFJ-V2.html",3400,2505
"POLYINT",0.9994,-0.0200988649874678,-0.0196526085435966,-0.0199321021133182,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/POLYINT-full-run-only-NFJ-V2.html",9238,1839
"POLYPRO",0.9741,0.0123192494302259,0.0134526807548153,0.0125074659178519,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/POLYPRO-full-run-only-NFJ-V2.html",5526,2406
"POLYSAT",0.9939,-0.0237498924649121,-0.0232173568372219,-0.0238897383128008,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/POLYSAT-full-run-only-NFJ-V2.html",3458,2477
"POMVER",0.9031,0.0181989346058097,0.0186271213399161,0.0185237353175703,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/POMVER-full-run-only-NFJ-V2.html",7291,1960
"PONBEC",0.9718,-0.0069207213398825,-0.0062473887293657,-0.00661854790641925,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PONBEC-full-run-only-NFJ-V2.html",1671,3702
"PONOCC",0.8343,-0.0166373073548855,-0.0159708702335282,-0.0170060404269896,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PONOCC-full-run-only-NFJ-V2.html",2234,3556
"PONPRO",0.9941,-0.0497690009767838,-0.0483062909365892,-0.048480230451295,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PONPRO-full-run-only-NFJ-V2.html",3446,3062
"PONSIS",0.7932,-0.0214759221622572,-0.0209507067810972,-0.0224446916724707,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PONSIS-full-run-only-NFJ-V2.html",1809,3888
"PROBYS",0.915,0.000409393383601773,0.00154406753012104,0.00022476270706609,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PROBYS-full-run-only-NFJ-V2.html",2894,2169
"PYRALB",0.191,0.0465682933904427,0.0474933563124117,0.0460023039532716,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PYRALB-full-run-only-NFJ-V2.html",1858,1477
"PYRCOM",0.8329,0.00112529154461558,0.00226789838108665,0.00136645595616562,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PYRCOM-full-run-only-NFJ-V2.html",10161,1440
"PYRRUR",0.9919,-0.032760566451402,-0.0320450752276644,-0.0325794257885263,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PYRRUR-full-run-only-NFJ-V2.html",1668,1541
"PYRSCR",0.9972,-0.0249187970887257,-0.0243466014223434,-0.0257853427399399,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PYRSCR-full-run-only-NFJ-V2.html",1377,1540
"SATACA",0.9117,-0.0571588547587581,-0.0567514833557388,-0.0571272532639337,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/SATACA-full-run-only-NFJ-V2.html",4638,742
"SATAUR",0.5176,-0.031635036468556,-0.0312260574960284,-0.0316939897163736,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/SATAUR-full-run-only-NFJ-V2.html",815,863
"SATBEH",0.9344,-0.0148660786044258,-0.0133500828079613,-0.0157004305372608,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/SATBEH-full-run-only-NFJ-V2.html",1220,850
"SATCA1",0.9479,-0.0219223867312474,-0.0213744596255121,-0.0214478950752223,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/SATCA1-full-run-only-NFJ-V2.html",9025,657
"SATCA2",0.9846,-0.018412658099583,-0.0172069149118732,-0.0181695292109796,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/SATCA2-full-run-only-NFJ-V2.html",1659,851
"SATCA3",0.8973,-0.0321043442413958,-0.0315334239484308,-0.0315880445011268,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/SATCA3-full-run-only-NFJ-V2.html",5049,833
"SATEDW",0.931,-0.0285972278176044,-0.0274058480535757,-0.0303197443532139,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/SATEDW-full-run-only-NFJ-V2.html",6659,722
"SATFAV",0.8953,-0.047350270789719,-0.0466598573645296,-0.0467864203192458,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/SATFAV-full-run-only-NFJ-V2.html",6891,855
"SATFUL",0.9655,0.0108339514683142,0.0114601903345152,0.0110698565351669,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/SATFUL-full-run-only-NFJ-V2.html",837,857
"SATLIP",0.8533,-0.0363782458562302,-0.0357777270933002,-0.0358058041641582,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/SATLIP-full-run-only-NFJ-V2.html",8708,771
"SATSAE",0.9434,-0.00979380924996108,-0.00887607671020518,-0.00950642176579517,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/SATSAE-full-run-only-NFJ-V2.html",1718,847
"SATSYL",0.8126,-0.0596419581039025,-0.0588507536456142,-0.0597962357387752,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/SATSYL-full-run-only-NFJ-V2.html",1700,850
"SATTET",0.6781,-0.0622687750811703,-0.0613807754446896,-0.0623280895692508,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/SATTET-full-run-only-NFJ-V2.html",844,859
"SATTIT",0.9216,-0.030991984669973,-0.0301234229493381,-0.0306486382516452,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/SATTIT-full-run-only-NFJ-V2.html",7968,686
"SATYAPP",0.8146,0.0233860346730533,0.0243555213235296,0.0232487844827208,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/SATYAPP-full-run-only-NFJ-V2.html",7541,1025
"SATYEUR",0.7041,-0.0227006821993123,-0.0223436941237858,-0.0224390539601772,"G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/SATYEUR-full-run-only-NFJ-V2.html",4448,1001
